,Unnamed: 0,blog,date_joined,followers,following,fullname,id,likes,lists,location,num_tweets
0,,,7/14/2009 1:10,1755,629,AsRi,56641967,50684,0,"Wellington, New Zealand",52223
0,,,3/18/2012 23:33,2661,4158,Malik  🎈 ❓,529158452,46049,0,Maldives,17287
0,,,11/23/2011 19:23,1027,245,Yazid Yaman,420035118,552,0,Kch/Sarawak,90174
0,,,3/10/2017 7:40,11,120,mohammod azhar,8.40226E+17,107,1,"Hyderabad, India",177
0,,eyecaregurgaon.com,8/28/2017 4:15,502,80,Dr Parul Sharma,9.02127E+17,499,0,"Gurgaon,Delhi,India",577
0,,Dzccapital.com,9/8/2019 8:00,942,1166,muzammil,1.17071E+18,6818,0,"Lagos, Nigeria",15555
0,,linkedin.com/in/fahiima-cab…,6/23/2016 1:25,26708,496,Fahiima Cabdi,7.45896E+17,19006,0,Mogadishu-Somalia,3140
0,,hindustantimes.com,8/2/2010 22:48,4383,217,Leena Dhankhar,174141620,4436,2,"Gurgaon, India",7838
0,,kazmiwajahat.com,7/31/2009 8:40,434042,184460,Wajahat Kazmi,61798186,10174,0,Karachi and Dubai,32443
0,,Instagram.com/ady_syaf,12/31/2013 8:40,416,64,Ady Syaf,2270584405,502,0,"Betong, Sarawak",491
0,,,10/8/2016 0:15,1726,1527,Chimoto,7.84653E+17,20413,0,"Doha, Qatar",3785
0,,,11/7/2019 4:10,1612,1573,JB Stan  👑 On Limit,1.19241E+18,11222,0,BieberNation,17643
0,,,4/2/2017 4:26,1189,1164,Tapan Kumar Satpthy,8.48497E+17,53493,0,"Angul, Orissa, India",9228
0,,Facebook.com/SikandarAJamali,11/26/2012 22:46,16626,728,Jeetu Jamali,973386702,21339,0,Dadu Sindh,30123
0,,,10/19/2019 1:11,3820,3908,Banoo Hamidi,1.18547E+18,10571,2,mashhad,6979
0,,,9/19/2012 23:24,51,43,Bal Krishna,834916225,137,0,"Jaypee Greens, Greater Noida",44
0,,,10/23/2019 11:57,1252,218, 👑Its Me 🖤 {chuziLifeline19April 🍰},1.18708E+18,33309,0,"Los Angeles,,",15851
0,,instagram.com/Beingsanjoy,12/17/2012 3:17,1681,250,𝓢𝓪𝓷𝓳𝓪𝔂 𝓢𝓮𝓽𝓱,1017236646,102434,1,"Indore, India",67281
0,,,4/1/2011 4:05,803941,1271,parambrata,275482496,14175,0,"Kolkata, India",16999
0,,,5/12/2009 20:21,2326,895,Al-Aida,39676390,829,0,Kualalala Lumpur,27395
0,,curiouscat.me/Lulwuh,12/2/2015 12:58,457,278,لولوه,4434857532,7849,0,United Arab Emirates,1163
0,,instagram.com/tanejamainhoon,11/20/2009 23:34,16121,1457,Nikhil Taneja,91525942,16069,10,Mumbai,65801
0,,,2/22/2010 23:04,370,297,Abhishek Shetty,116669507,821,0,,3182
0,,,10/13/2016 8:00,197,129,Ansu Hazim,7.86583E+17,1676,0,"Perak, Malaysia",1798
0,,facebook.com/zukhairi,9/1/2013 19:15,1854,192,ZUKHAIRI AHMAD,1720918447,509,0,"Kuala Lumpur, Malaysia.",3772
0,,,1/1/2008 8:24,1491,760,𝚂𝚌𝚘𝚝𝚝 𝚂𝚑𝚞𝚎𝚢,11720652,26182,0,Kuala Lumpur,9321
0,,,10/14/2011 0:13,1703,768,Hammadart,390601214,7510,0,,30765
0,,,3/11/2011 1:39,996,479,Vishal Kapoor,264095137,2763,1,India,1801
0,,,3/19/2012 0:30,576,3746,Santhosh Kumar,529185542,11812,0,"Pondicherry, India",15356
0,,jagatgururampalji.org,8/13/2017 1:31,3535,3308,Gajendra Patil,8.9665E+17,27386,0,"Indore, India",29797
0,,Supremegod.org,11/24/2016 1:33,1499,724,Dihendra Sahu 🇮🇳,8.0172E+17,10050,0,India,10786
0,,swaragamafm.com,8/25/2009 3:07,198404,2888,SWARAGAMA 101.7 FM,68657632,365,0,"Yogyakarta, Indonesia",216842
0,,malayarama.blogspot.com,4/9/2009 3:04,10513,4172,Khalid,29955879,37836,12,Malaysia,79497
0,,salamyogyakarta.com,5/23/2010 11:52,10264,223,Tunggullawe,147292173,2945,0,Nitiprayan - Yogyakarya,15002
0,,kompasiana.com/iwanpiliang,1/20/2009 5:58,105209,19614,Turispas2an,19237217,33940,0,"Cempaka Pth,Jakarta, Indonesia",148569
0,,,10/30/2012 9:56,30456,131,خولة المراغي,915048511,17656,0,,67414
0,,mafeitz.blogspot.com,3/19/2010 23:49,5654,327,Mafeitzeral,124688897,2467,0,Somewhere over the rainbow,7196
0,,,3/7/2012 13:44,4225,2663,مقبل الغفيري,517963114,79725,0,"الرياض, المملكة العربية السعود",27019
0,,,9/3/2013 22:27,22806,702,وسن,1727649864,346,0,Bahrain,52565
0,,,3/19/2018 22:37,6737,2,أخبار الرياض  🇸🇦,9.75969E+17,141,0,"الرياض, المملكة العربية السعود",10355
0,,minigold.co.id,8/18/2014 18:55,16546,2471,Bang Edi  💎,2743636812,5986,0,Provinsi Radikal,13082
0,,instagram.com/khaledalburaiki,2/1/2011 16:10,234416,3028,خالد البريكي,246033096,326,2,Kuwait,9465
0,,,1/21/2016 0:07,6990,1641,Dr.Bhatt,4832155240,102152,0,"New Delhi, Delhi",42344
0,,wa.me/966500376714,4/5/2009 0:19,241252,2951,محمد الموسى,28956520,6924,2,للتنسيق والإعلان  👉,20777
0,,,4/26/2016 9:10,18309,14534,DoAku 💯4ID,7.24994E+17,10782,0,International,11007
0,,Instagram.com/nahedalahmad,12/23/2012 14:07,64637,552,ناهد الأحمد,1031433811,659,0,نجد العذيه و شرقية الخير  💚 ❤️,73632
0,,mbc.net,3/24/2010 16:46,16729,1142,تغريد الهويش,126142814,3180,0,"Dubai, United Arab Emirates",2994
0,,refrizal.com,3/19/2013 1:36,24289,14086,refrizalskb,1279880442,20372,0,Indonesia | refrizal@dpr.go.id,17553
0,,instagram.com/meydanejavanan…,8/20/2013 7:30,7469,514,Mina Akbari,1685936720,17981,0,,2437
0,,,7/6/2018 17:41,13618,43,khaled,1.0154E+18,73,0,"United Kingdom, Riyadh",7817
0,,abdulaziz.qa,5/21/2013 23:50,144776,985,عبدالعزيز آل إسحاق,1448149602,4383,0,قطر,15237
0,,sharanyajitkaur.in,10/27/2014 11:35,20496,449,Sharanya jit kaur,2879932489,2784,0,"Mumbai, India",899
0,,,12/7/2019 4:15,16271,1882,فيصل القحطاني  🇶🇦,1.20329E+18,247,0,"الريان, دولة قطر",27548
0,,,2/1/2020 4:39,4680,41,karan Bajwa  🎬,1.22359E+18,4450,0,"Mumbai, India",5190
0,,wanfayhsal.my,10/16/2011 0:52,6869,4127,Wan Fayhsal,391891588,4868,0,Putrajaya,3901
0,,,9/28/2017 2:20,16523,582,Abdulla Al-hitmi,9.13333E+17,88972,0,"Doha, Qatar",73270
0,,,6/20/2013 16:29,8962,581,خالد الشمري .♪,1535280230,674,0,وادي عبقر,5096
0,,facebook.com/PreetiChobeySP/,6/13/2016 23:02,56522,217,Preeti Chobey,7.42598E+17,35295,0,"Ghaziabad, India",16731
0,,alalwan.com,9/3/2010 17:05,54066,587,مـ ــحـ ــمـ ــد حـ ــسـ ــن عـ ــلـ ــوان,186634762,103,0,"Riyadh, Kingdom of Saudi Arabi",6694
0,,instagram.com/mmohammadi1361,1/3/2016 12:02,50437,246,mahdi mohammadi,4704895717,7485,1,Tehran,3473
0,,nmc.gov.ae,12/7/2011 11:09,2944,429,Jaber Al Lamki,430954437,159,0,"Abu Dhabi, United Arab Emirates",1701
0,,snapchat.com/add/bin_asj,9/6/2017 21:53,59127,81,عبدالله بن جليغم,9.05655E+17,15,0,http://Instagram.com/bin_asj,382
0,,youtu.be/wV3pwIr2hwg,5/17/2012 15:34,8273,3570,armey,583304802,46521,1,Ungaran Kudus,41771
0,,facebook.com/Harpal.Insan.7,11/30/2014 5:08,367,97,HARPAL INSAN RANIA 🇲🇾 🇮🇳,2914762981,8181,0,Malaysia,10469
0,,,1/30/2015 13:38,699,486,NoraFahad.,3003882618,3342,0,المملكة العربية السعودية,16297
0,,nquran.com,2/21/2011 4:10,342960,1590,حمد جاسم - الحمد لله,255460347,7997,1,"Doha, Qatar  ❤️ 🇶🇦 ❤️",36635
0,,,6/17/2011 12:26,1151154,1291,حـ ـمـ ـد الـ ـصـ ـويـ لـ حـ ـي,319226147,72,0,"الرياض, المملكة العربية السعودية",53692
0,,,12/26/2017 8:02,3612,992,Nagham  🇵🇸 🇯🇴,9.45686E+17,175783,0,"Dubai, United Arab Emirates",12848
0,,,3/18/2012 14:54,831,337,Ahmed A AL-Nasr,528880596,18190,0,Doha | Qatar,9222
0,,instagram.com/9kora/,7/15/2016 14:36,217322,717,كـورة النصر  🦁 🏡,7.54067E+17,2906,0,نادي النصر السعودي - الرياض,36202
0,,,11/19/2017 13:40,24,65,VISHWAJEET KUMAR,9.32363E+17,285,0,India,230
0,,,10/21/2017 22:08,5820,2236,نصير المرأة,9.21967E+17,21087,0,الرياض,6548
0,,,10/24/2018 4:46,3586,2680,A_18 🥀 🖤,1.05506E+18,17631,0,🇧🇭,8427
0,,,11/4/2017 13:28,5734,1184,ام نايف حساب ١٤,9.26909E+17,19301,0,,43544
0,,,6/23/2013 12:10,1430,633,Muneera Bint Khalid  🇸🇦,1541657618,1542,0,Riyadh,4982
0,,,10/7/2013 2:29,12786,93,فيصل بن فهد,703539293,5836,0,"Riyadh, Kingdom of Saudi Arabia",7513
0,,,2/12/2019 10:02,11491,8285,Reem,1.09538E+18,66749,0,,37274
0,,snapchat.com/add/imanenhdyy,8/12/2019 11:15,27647,218,المودل إيمان,1.16098E+18,187,0,,5472
0,,,3/20/2016 2:30,13054,1687,Ashwaq AlAli,7.11485E+17,540,0,Kuwait,254904
0,,facebook.com/score.geonews,12/29/2011 7:17,239547,522,Syed Yahya Hussaini,449838196,651,0,Karachi(pakistan),14433
0,,ae-union.org,1/21/2011 4:32,53230,1514,د . يوسف البدر,241085875,1165,0,دولة الكويت,36724
0,,,10/20/2011 7:45,4088,303,خــالــد 💛,394725195,70116,0,الــعــيــن,4532
0,,thawabt.com,2/15/2011 11:33,221727,513,د.سعاد البشر 🇰🇼,252720980,7690,0,kuwait,57717
0,,youtube.com/moefloodoffici…,1/9/2012 0:02,18035,325,محمد دونالد فلود  🇸🇦 🇺🇸,459077741,12133,0,Riyadh,5374
0,,,2/28/2014 22:52,29,43,2unsha,2366666449,183,0,,816
0,,,5/11/2012 13:09,2342,703, 🇵🇰 اویس گھمن,577504995,21761,0,Pakistan,23306
0,,,11/17/2013 14:57,437,242,فاهد,2185231487,1599,1,Riyadh,4842
0,,,11/30/2011 22:59,26334,267,د. محمد المقبل,425624536,643,0,Kingdom of Saudi Arabia,6238
0,,halkadi.net,2/18/2011 5:54,78233,1598,حمد القاضي,254047301,453,0,Riyadh,57186
0,,youtu.be/YxlfFUq1XYU,12/14/2010 10:14,175,142,masnona,226646914,1070,0,Malaysia,11578
0,,Instagram.com/Ali.AlGofaily,7/1/2011 17:00,933984,1764,علي الغفيلي,327685614,2991,0,دبي - الرياض,27430
0,,snapchat.com/add/reey90,8/14/2010 18:45,424150,518,ر ا جـ ـح الـ ـحا ر ثـ ـي,178540934,1336,0,"الرياض, المملكة العربية السعودية",3397
0,,youtube.com/c/MAsimAmeerKh…,5/26/2012 9:13,3665,2264,M Asim Ameer Khan,591043334,125111,1,"Lahore, Pakistan",58222
0,,,10/18/2011 2:35,2153,119,إبراهيم التنم | IBRAHIM ALTANAM,393288919,183,1,Riyadh,11289
0,,hadramout.center,2/16/2017 8:18,2063,42,مركز حضرموت للدراسات,8.32263E+17,46,0,المكلا - حضرموت,828
0,,GreenSheikh.ae,9/27/2010 7:52,44096,190,الشيخ الأخضر,195769890,28286,7,United Arab Emirates,23776
0,,,3/23/2019 8:29,1014,22,جمعية الوفرة السكنية,1.10948E+18,16,0,,193
0,,twitter.com,2/2/2013 4:00,62565,1269,سليمان المانع,1142288065,6914,1,المملكة العربية السعودية,30595
0,,,1/28/2015 3:08,15366,371,عبدالله الكعبي 🇦🇪بوذياب,2999318707,8661,0,العين,187806
0,,,11/20/2016 2:48,53100,295,يارا إبراهيم النملة 🇸🇦,8.0029E+17,586,0,"Riyadh, Kingdom of Saudi Arabia",2002
0,,snapchat.com/add/fwaid_hadi…,2/5/2012 7:32,172250,25,فــــوائـــــد ‏ وأحــــاديـــــث,483952440,1419,1,حساب فوائد وأحاديث بالسناب ⬇️ ⬇️,101616
0,,,2/29/2020 22:54,25,383,Akhilesh Pratap Singh,1.23401E+18,2038,0,"New Delhi, India  🇮🇳",131
0,,natashasinger.com,4/15/2011 4:25,38060,72,Natacha _ ناتاشا,282527467,15724,1,,3012
0,,,11/25/2011 8:53,15724,11774,المهندس/مساعدبن يحيى,421204096,29960,0,,141420
0,,,5/31/2017 15:23,44,88,مساعد الهويدي,8.70043E+17,59,0,,232
0,,,9/20/2013 7:49,6502,2074,حسين القمزي,1886787002,7335,0,Dubai UAE,5070
0,,,8/31/2018 9:29,5434,301,Mahdi Humaidan مهدي حميدان,1.03557E+18,1727,0,,1414
0,,youtube.com/omr94,1/30/2011 12:47,173710,305,عمر فاروق,245079094,996,0,Bahrain,1889
0,,,3/17/2013 5:48,424720,1214,ناصر العودة,1274878890,1696,0,الرياض,17072
0,,budidayadarma.com,7/8/2010 21:26,3586,4756,"Dedy Darmawan, ST",164554562,787,0,"ÜT: -6.1942,106.63562",41587
0,,instagram.com/im.furqan/,2/17/2011 1:07,2277,591,خان  🇦🇪 🇵🇰,253465372,137020,0,United Arab Emirates  🇦🇪,91513
0,,snapchat.com/add/altamimi14,9/2/2011 18:16,64295,920,إبراهيم المنيف,366899720,20897,0,Riyadh,176069
0,,aleqt.com,7/3/2009 6:42,29144,1984,محمد البيشي,53387473,368,0,Riyadh - london,28566
0,,,1/28/2012 5:44,825,231,هيـفـاء م.الشعيبي,476778025,130,0,🇸🇦,7224
0,,,9/10/2019 9:03,144,173,Ｒｏｓｈａｎａｋ,1.17145E+18,1564,0,,395
0,,snapchat.com/add/saud264,3/1/2008 14:48,77505,806,سعود الهواوي,14066682,5,2,Riyadh,9631
0,,linkedin.com/in/omar-alraje…,12/14/2010 10:09,1400,903,عـمـر الـراجـح,226645065,1649,0,"Riyadh, Saudi Arabia",9235
0,,aljathlani.com.sa,11/2/2012 22:25,46897,496,د. محمد الجذلاني,922515445,581,0,الرياض,30527
0,,faisal15mm.com,2/7/2012 14:02,107763,860,فيصل اليامي #كلنا مسؤول 🇸🇦,486071621,728,1,instgram : faisal15mm,9586
0,,cams.ksu.edu.sa,12/2/2013 22:23,2666,166,كلية العلوم الطبية التطبيقية,2227801968,24,0,,850
0,,,11/3/2013 13:27,804,921,ريان عبدالعزيز داغستاني,2172843277,5138,0,"Riyadh, Kingdom of Saudi Arabi",7791
0,,Instagram.com/hossein_mahini…,10/16/2011 8:34,132520,255,Hossein Mahini,392114023,5053,0,Bushehr | Tehran,1007
0,,assassin.com,7/5/2011 2:47,15962,671,abdulla hashim,329586244,8863,1,kingdom of Bahrain,62773
0,,curiouscat.me/FelwaAlmazyad,12/15/2010 21:34,2498,161,فِـلْـوَه عَـبْـدالله مَـزْيَـد المَـزْيَـد,227201558,12647,0,,58460
0,,youtube.com/channel/UCtsAO…,7/2/2011 5:40,57098,1554,خالد عبدالعزيز,327940151,259,0,Riyadh,9690
0,,Instagram.com/actmaram,8/14/2012 17:03,28642,314,مرام عبدالعزيز,758149916,10786,1,"Riyadh, الرياض",49221
0,,Instagram.com/asna20,5/1/2011 14:11,155193,209,عبدالله بن سلطان آل سعود,291346825,841,0,KSA,17551
0,,customs.gov.sa,6/24/2013 13:38,39683,2966,أحمد بن عبدالعزيز الحقباني   🇸🇦,1544049108,1561,0,"Riyadh, Saudi Arabia",3400
0,,,11/29/2018 3:58,5930,192,Mishael Alhumaimedy,1.06811E+18,126,0,Riyadh,392
0,,telegram.me/emanavi,11/23/2016 2:58,13232,4671,اسماعیل معنوی,8.01379E+17,29862,2,اهواز، ایران,9732
0,,othaimmarkets.com,5/28/2011 4:47,1082761,1,أسواق عبدالله العثيم,306757678,830,0,Saudi Arabia,55096
0,,instagram.com/kirraak_salman…,11/26/2012 2:01,4501,477, ⚡ Kirraak Salman Fan  ⚡,971679104,20832,1,Salman khan's  🌍,64191
0,,,9/24/2011 4:07,57408,198,DR Khalid Al-Otaibi  خدمة المحتاج شرف لي,379100110,26162,1,الشرقية،المملكة العربية السعود,5139
0,,,6/13/2017 21:20,8482,5476,Pradeep Shukla 🇮🇳,8.74844E+17,30074,0,"Madhya Pradesh, India",13554
0,,,4/24/2010 10:04,186879,3989,سمير النمري sameer alnamri,136696662,3245,1,"مسقط, سلطنة عمان",29793
0,,,1/10/2018 7:14,10860,6285,صلاح سالم الجحيل(بويوسف),9.5111E+17,69422,0,,26207
0,,snapchat.com/add/nojoud.r,5/7/2011 12:48,24009,667,Nojoud Al Rumaihi,294793821,3470,0,,8813
0,,islamflag.net/vb,10/11/2012 6:16,3249,2346,د. رشيد راشد راعي العجفا الفهيدي,873599742,14922,2,الكويت,25904
0,,,3/11/2018 8:46,40,148,𝓐𝓶𝓻𝓵𝓮𝓮.,9.72861E+17,1626,0,"Johore, Malaysia",1378
0,,Instagram.com/muataz_m7,2/11/2013 4:29,6520,1111,مُعتز الهلاليّ  👤.,1168750224,8338,0,Somewhere,15039
0,,,1/22/2015 6:48,110,103,ica,2992192137,267,0,"Yogyakarta, Indonesia",2275
0,,,3/24/2013 10:11,23216,8996,Ness’,1295970505,23923,2,dans ton corazon,43108
0,,bjp.org,4/20/2015 2:35,22293,1152,पुनीत पान्डेय,3186562517,47434,0,New delhi,390182
0,,,1/16/2012 1:55,2932,1996,Wahyu Budiono,465415972,13092,0,"DKI Jakarta, Indonesia",79728
0,,,6/4/2013 1:32,30257,226,Barabanki Police,1481703810,14722,0,Barabanki,23062
0,,instagram.com/my_choices_?ig…,11/17/2015 16:46,1525,213,Wafa Aldekhail وفاء الدخيّل,4213988793,154,1,Riyadh,518
0,,youtu.be/et4l3tzQb6M,3/13/2018 21:43,138,249,Toshi Mandola,9.73782E+17,996,0,india,424
0,,talentsynergyindia.com,12/7/2012 1:40,32909,506,अलका,994708670,9335,0,India,122762
0,,youtu.be/9X95EP3dvBw,1/7/2014 4:32,3360,102,خالد العتيبي  🇸🇦,2266862656,52149,0,السعودية .الظهران,146351
0,,instagram.com/ainsyahmie_?ig…,7/7/2016 17:34,1008,150,عين,7.51213E+17,1027,0,"🇲🇾Selangor
 🇾🇪TarimYaman",3972
0,,,3/31/2009 14:24,6338,1086,Akhil Katyal,27966743,5668,0,New Delhi,6652
0,,instagram.com/al_asilq8?utm_…,10/9/2014 19:19,7736,386, 🇰🇼أحمد الحنايا العنزي 🇰🇼 ( بين الأطلال ),2849521915,539,0,دولة الكويت الفحيحيل,39491
0,,,8/6/2018 17:04,1186,2168,خالد الحجيلي +969,1.02662E+18,1232,0,Yemen aden,1951
0,,linktr.ee/spacultmobiles…,4/12/2010 9:08,825,558,The Spa Therapist Stays at Home,132212841,5713,3,Malaysia,56177
0,,curiouscat.me/babybinbaik,3/2/2020 0:50,141,359,TS Baby Deric,1.2344E+18,3131,0,"Seremban, Negeri Sembilan",1284
0,,facebook.com/syssa2017,1/16/2017 11:37,8252,353, ❤️sys ❤️狮子 {P'Ying 2019} 🤦🏻‍♀️,8.21079E+17,35509,0,ประเทศไทย,71483
0,,,1/7/2010 3:10,605914,1949,Ajit Anjum,102646919,24626,0,Delhi,20401
0,,,7/8/2010 1:01,995,615,บัวคู่ของคุณหลวง,164196182,106835,0,Thailand,223626
0,,,2/27/2018 12:06,829,833,altay,9.68578E+17,6819,0,Islamic Republic of Iran,688
0,,youtu.be/ElAMK3eGR6Y,4/15/2017 8:34,1277,665,นุ๊กไง 🦋ได้กอดคุณP.งานออช. 🌼,8.5327E+17,39430,0,"เชียงใหม่, ประเทศไทย",42591
0,,,8/21/2018 2:44,17914,56,PerthSaint_OfficialCH,1.03184E+18,11326,0,Thailand,13617
0,,instagram.com/garrywalialive,12/21/2014 1:37,121785,4388,Gurpreet Garry Walia,2937934140,9511,1,"New Delhi, India",11940
0,,,4/3/2020 2:51,99,241,FonFon SaiFon,1.24601E+18,1037,0,Thailand,1126
0,,instagram.com/yovitaaapr,10/24/2019 20:38,2531,298,Yovitaaaaa 🧕🏻,1.18757E+18,16792,0,"Jambi, Indonesia",3043
0,,,8/7/2017 10:15,8304,8238,マルチリンガ一ル 🇹🇭バンコク語学留学 ‼️,8.94608E+17,164137,0,"Bangkok, Thailand",64018
0,,,1/31/2019 3:02,20,114,Cendol Dawet,1.09093E+18,671,0,"Bantul, Yogyakarta",170
0,,,6/5/2015 17:10,85943,134,بـنـدر بـن خـالـد,3237399439,353,0,الرياض,32491
0,,,7/23/2019 18:11,149,199,pacareunsang 🍎,1.15384E+18,6090,0,,7180
0,,,10/28/2011 8:23,106,143,t.beesh 💗,400140557,7,0,دولة الكويت,107
0,,,12/5/2016 1:06,6190,388,Chada,8.057E+17,153385,2,ประเทศไทย,58003
0,,,5/27/2017 11:22,5002,2676, 🇧​ 🇮​ 🇱​ 🇰​ 🇮​ 🇸,8.68533E+17,34324,0,"Jharkhand, India",16194
0,,tellonym.me/jammeella,5/13/2015 6:04,9665,536,𝖩𝖾,3194357263,616,0,kuwait,14970
0,,,11/29/2018 7:45,1558,100, 🌚mokotaro☻ 🇹🇭 (A-Pad),1.06817E+18,20630,0,Thailand,7852
0,,,1/8/2019 23:45,41,67,nok.,1.08291E+18,1480,0,ประเทศไทย,5940
0,,,5/5/2011 2:00,603,4982,Ram,293404545,36870,1,India,7441
0,,facebook.com/rskullsociety/,2/26/2018 21:48,27148,77,Red Skull,9.68362E+17,3,0,"Samut Prakan, Thailand",728
0,,,11/26/2017 5:40,19,479,☾ 🧩Me 🅼 🅰🆁🅺 Myself & Mylover☾,9.34779E+17,7834,0,"Bangkok, Thailand",3533
0,,,2/2/2020 18:31,576,2002,INTERNATIONAL PLAYBOY JEON JUNGKOOK  🐰,1.22416E+18,2544,0,"Hồ Chí Minh, Việt Nam",2537
0,,,7/21/2011 16:46,26514,488,حنان بنت محمد ،,339981586,4046,0,الرياض,15869
0,,,9/30/2019 23:36,12670,766,Mohamed Dahou,1.17892E+18,7136,1,"Doha, Qatar",1751
0,,,10/13/2017 2:07,7544,235,ไทกร พลสุวรรณ,9.18765E+17,14882,0,Khonkaen Thailand,3205
0,,,4/29/2019 3:48,4344,1792,فاطمہ گیلانی  💞,1.12281E+18,72435,0,"Lahore, Pakistan",79395
0,,,4/29/2011 2:58,2139,559,Haitham Ahmed,289853766,1134,0,Male' Maldives,1841
0,,instagram.com/syedmuhdfadli,6/22/2011 1:00,52869,189,SMF  🇲🇾,321867054,192,0,"Kepong, Selangor",76084
0,,paramitamohamad.com,11/13/2009 6:26,27628,496,Paramita Mohamad,89709462,2440,1,Jakarta,48826
0,,,,,,,,,,,
0,,setkab.go.id,3/4/2011 3:27,1043580,87,Sekretariat Kabinet,260686783,161,2,Jakarta,48316
0,,manablog.org/profile/,5/27/2010 5:49,242263,658,マナブ@バンコク,148722233,36715,0,"Bangkok, Thailand",63164
0,,,2/27/2013 7:27,2841,593,#ปชชงพรจตกม..........,1225312244,212,0,Thailand,63448
0,,Instagram.com/tkdnxv,3/31/2014 7:22,81095,587,Abeden Mung  📸,2449927306,9574,0,Kuala Lumpur,55323
0,,Instagram.com/azuri99,1/28/2012 16:10,174381,263,جنون الكالتشيو,477237507,753,1,Kuwait,120337
0,,JANIAMESHELL.NET,11/10/2014 17:55,271856,2, ⛄️,2896114309,9834,0,SHOP,36560
0,,detik.com,8/26/2009 20:03,15921564,28,detikcom,69183155,307,2,"Jakarta, Indonesia",1638318
0,,,3/17/2010 6:57,34,183,Gomponr,123877425,26873,0,"Samut Prakan, Thailand",11773
0,,youtu.be/6qpPjfkZAZI,8/30/2012 7:16,148204,984,Ahmad Fedtri Yahya,791693863,3534,0,"Selangor, Malaysia",39503
0,,,7/20/2018 22:04,71536,24647, 💕 🌷ANUSREE_RIYA 🌷 💕,1.02053E+18,42714,0,INDIA 🏡 🏡,118078
0,,,6/18/2019 20:42,26352,3549, 🌷 🙏 🙏 Pooja Verma  🙏 🙏 🌷,1.14119E+18,29856,0,"Gaya, India",722
0,,,7/2/2008 18:17,4800,565,Oden Fujiyama,15303753,10280,4,Malaysia,144071
0,,,5/22/2019 13:07,32,194,"Life is too short, Keep 💗 to be safe.",1.13129E+18,39991,0,Thailand,31893
0,,,2/16/2020 5:45,133,9,خپلواک پښتونستان dr khan,1.22904E+18,71,0,peshawar,101
0,,,2/25/2020 6:39,1850,332,baSRENG,1.23231E+18,3522,0,"Tangerang, Banten",10507
0,,,7/21/2019 20:21,25,163,Hnong - ยูยู่ของคุณพี  ❤️ 🐢 ❤️,1.15314E+18,11534,0,ประเทศไทย,33123
0,,,7/27/2017 11:27,37523,7,قرآن میری زندگی,8.9064E+17,144960,0,"Punjab, Pakistan",46179
0,,snapchat.com/add/mood_towers,7/6/2014 19:53,66428,1833,‏نفسياً,2608785866,365,0,Kuwait,11228
0,,instagram.com/rksingh_dravid,3/8/2018 20:00,12545,6558,Rohit Dravid,9.71959E+17,50753,0,"Barmer, India",7369
0,,,7/9/2011 10:46,183,604,🅟🅔🅝🅖🅔🅟🅤🅛 🅡🅔🅒🅔🅗,332370678,645,0,"Ngawi, Indonesia",2696
0,,bia.or.th,3/10/2009 2:29,137483,19,พุทธทาสภิกขุ,23573891,22,0,bangkok,13959
0,,,8/22/2010 4:22,9904,4960,Erna Sitompul,181509540,43665,0,"Jakarta Selatan, DKI Jakarta",113124
0,,,7/2/2015 0:48,18719,1094,Mangal choudhary 🚩 🇮🇳,3265887829,32314,0,"Jaipur, India",25005
0,,,4/17/2018 2:48,304,78, 🌟Kapibara 🌟,9.8618E+17,4399,0,"Bali, Indonesia",2201
0,,ecasualonline.Com.pk,4/8/2010 21:22,91426,4458,صحرانورد,131060738,188774,0,"Bahawalpur, Pakistan",127227
0,,instagram.com/alobaidily/,12/31/2011 11:26,9777,314,حسان العبيدلي,451618153,3210,0,United Arab Emirates,8697
0,,,6/6/2018 9:39,7552,5138,Ch Aلi,1.0044E+18,74799,0,"Karachi, Pakistan",53660
0,,,4/22/2018 9:40,79594,182,Snehlata 🌹 ❤️ 🇮🇳,9.88095E+17,56868,0,"Gurgaon, India",137416
0,,,5/8/2015 9:20,6108,1528,Ali tellawi,3188937476,21357,0,United Arab Emirates,56986
0,,sonalgoelias.in,8/16/2011 12:02,45816,298,Sonal Goel,356367350,10892,0,"Gurgaon, India",3657
0,,,4/27/2014 13:42,3944,1049,"نُوف الـغْامدِي ""وطنجيه""",2466638388,77913,0,"Jeddah, Kingdom of Saudi Arabia",60834
0,,,3/25/2018 19:29,30547,27082,Sami ullah khan niazi,9.78097E+17,4370,0,"Mianwali , Pakistan",20321
0,,youtube.com/channel/UCKczT…,9/28/2010 21:18,421437,2237,عبداللطيف بن عبدالله آل الشيخ  🇸🇦,196459522,130128,4,"Riyadh, Kingdom of Saudi Arabia",188506
0,,,3/18/2017 18:51,824,94,ป้าหยิกลิสซิ่ง ⁰³²⁷(ณ ลิลลี่เเลนด์) จำกัด มหาชน,8.43279E+17,49828,0,"กรุงเทพมหานคร, ประเทศไทย",55586
0,,,4/27/2014 10:49,29040,797,مع الله,2513128841,3248,0,"Riyadh, Kingdom of Saudi Arabia",13210
0,,sinarharian.com.my,7/7/2011 19:51,587303,548,SinarOnline,331383958,557,1,Malaysia,505980
0,,,8/8/2017 9:03,986,582,missb ♏️ 🍀ได้มีวันเวลาดีดีย์เพราะมีเป๊ก นะจ้า นะจ้า,8.94952E+17,39667,0,"กรุงเทพมหานคร, ประเทศไทย",266785
